name,description,fragrance,top_notes,middle_notes,base_notes,detail_url
Hermes 24 Faubourg 愛馬仕相遇法布街24號女性淡香水 TESTER,像是老式電影的懷舊感，HERMES 24 Faubourg愛馬仕相遇法布街24號女性淡香水是一款濃郁的貴婦香，冬季適用。香氣持久度佳，到中後味更為好聞，尤其適合經過歷練的超熟女，因為它有一股矜貴、傲慢、難以駕馭的氣場，適合高高在上的女王型情人，或強勢女主管為自己增添魅力。,東方花香調,柑橘、 風信子、 香檸檬、 桃子,茉莉、 鳶尾花、 橙花,草香、 琥珀、 廣藿香、 檀木,https://www.1976.com.tw/prod/19715
Chloe L'Eau de Parfum Intense 玫瑰晨語女性淡香精 TESTER,這瓶香水剛噴出來的時候最先聞到的是帶著香甜味的覆盆子，等前味轉換到中後味時，香水逐漸轉為玫瑰花香，聞起來帶有暖暖的份圍，上班約會時使用都適合。,玫瑰花香調 、 木質花香調 、 花果甜美調,覆盆子,玫瑰,降龍涎香醚、雪松、喀什米爾木,https://www.1976.com.tw/prod/22303
【身體系列】Miss Dior 花漾迪奧香體霧,淡淡的花香味，又帶點果香，噴起來有種溫柔優雅的感覺！讓人聞起來非常的舒服，想一直每天使用的一款香水，適合上班每天使用，也適合約會時讓對方有好感的一款香水。,花果清新調,,,,https://www.1976.com.tw/prod/21848
Versace Bright Crystal 凡賽斯香戀水晶女性淡香水,初聞的感覺是很迷人的甜美味道，出門約會前噴，男友應該也會很喜歡的那種花香味!!!!,花果清新調,石榴、柚子,木蘭花、牡丹、蓮花,琥珀、桃花木、麝香,https://www.1976.com.tw/prod/3733
Dolce & Gabbana Devotion 摯愛女性淡香精 TESTER,"摯愛女性淡香精
Dolce&Gabbana第一款明亮美食調香水。",誘人美食調,糖漬柑橘,橙花,香草,https://www.1976.com.tw/prod/21322
Gucci Bloom Intense 花悅魅意濃郁女性淡香精迷你瓶,一聞嗯～像成熟女性會有的香味，非常清楚的橙花、茉莉、晚香玉的白花香，高雅、溫潤，展現了成熟女性的魅力，擴香效果不錯！洗完澡靠近聞都還有香味存在。瓶身設計簡約非常有質感！,花香調,橙花精萃,茉莉花、晚香玉、使君子,廣藿香、水晶樹苔,https://www.1976.com.tw/prod/21337
Chloe L'Eau de Parfum Intense 玫瑰晨語女性淡香精迷你瓶,這瓶香水剛噴出來的時候最先聞到的是帶著香甜味的覆盆子，等前味轉換到中後味時，香水逐漸轉為玫瑰花香，聞起來帶有暖暖的份圍，上班約會時使用都適合。,玫瑰花香調 、 木質花香調 、 花果甜美調,覆盆子,玫瑰,降龍涎香醚、雪松、喀什米爾木,https://www.1976.com.tw/prod/22099
Salvatore Ferragamo Signorina Ribelle 叛逆芭蕾女性淡香精(伊人黎貝拉),一喷上來覺得自己真是香甜可口，像極了奶油蛋糕！雖然香調表有柑橘，但只聞到溫暖的花香調，按壓一下即很顯香，比起前調我更愛後味散發出來的些微檀香配香草，我覺得好適合秋冬裹著大棉被進入甜甜的夢鄉,東方花香調 、 誘人美食調,粉紅胡椒、柑橘,佳蕾花、精緻依蘭,香草冰淇淋、椰奶,https://www.1976.com.tw/prod/17252
Mon Guerlain 嬌蘭我的印記女性淡香精,我的印記比印記牡丹更令人印象深刻，而且香位持久。印記的香味不是個百依百順的小甜心，而是有著自我意識的獨立女性，適合有社會歷練的女生來穿，就像代言人裘莉一樣，自主又自信。,花香調 、 木質東方調,薰衣草,香草、茉莉,檀香,https://www.1976.com.tw/prod/15248
Dior Miss Dior Blooming Bouquet 花漾迪奧女性淡香水 限量禮盒版,迪奧Miss Dior花漾迪奧淡香水2024換上限量新裝！金色外盒太精緻！！,花果清新調,甜豌豆、佛手柑,牡丹花、大馬士革玫瑰,白麝香,https://www.1976.com.tw/prod/22272
Versace Bright Crystal 凡賽斯香戀水晶女性淡香水 TESTER,這一款因為顏色夢幻瓶身晶瑩剔透就盲買了。很少女的甜味，像打開一盒綜合水果糖。,花果清新調,石榴、 柚子,木蘭花、 牡丹、 蓮花,桃花木、 琥珀、 麝香,https://www.1976.com.tw/prod/12885
Salvatore Ferragamo Signorina Ribelle 叛逆芭蕾女性淡香精(伊人黎貝拉) TESTER,一喷上來覺得自己真是香甜可口，像極了奶油蛋糕！雖然香調表有柑橘，但只聞到溫暖的花香調，按壓一下即很顯香，比起前調我更愛後味散發出來的些微檀香配香草，我覺得好適合秋冬裹著大棉被進入甜甜的夢鄉,東方花香調 、 誘人美食調,粉紅胡椒、柑橘,佳蕾花、精緻依蘭,香草冰淇淋、椰奶,https://www.1976.com.tw/prod/21956
Miss Dior Blooming Bouquet 花漾迪奧女性淡香水(2023),迪奧Miss Dior花漾迪奧淡香水2023換新裝！繫上高訂蝴蝶結太精緻！！,花果清新調,甜豌豆、佛手柑,牡丹花、大馬士革玫瑰,白麝香,https://www.1976.com.tw/prod/20642
Jason Wu 吳季剛女性淡香精,像是某個午后打開衣櫥的瞬間，有種溫潤而沉穩的感受。她們說是茉莉還有木頭藏了多年的私語.....隱在肌膚裡剛好......！不張揚卻無法忽視她的存在！,花香調,佛手柑、柑橘、粉色胡椒、無花果,小蒼蘭、牡丹、鈴蘭、鳶尾花、印度茉莉,絲綢木材、紙莎草、麝香,https://www.1976.com.tw/prod/17126
Chloe Lumineuse 光蘊玫瑰女性淡香精,"這瓶香水剛噴出來的時候最先聞到的是帶著香甜味的茉莉花香，等前味轉換到中後味時，香水逐漸轉為帶著濃濃香草甜味的木質花香，聞起來帶有暖暖的份圍，感覺適合25歲後甜美系的女生，也很適合約會時使用
(*´∀`)~♥",花香調,茉莉,玫瑰,琥珀、香草,https://www.1976.com.tw/prod/21317
Dolce & Gabbana Devotion Intense 摯愛極致女性淡香精,Dolce & Gabbana Devotion Intense 摯愛極致女性淡香精 的嗅覺創作在保留了Devotion 系列香水中經典的橙花和香草香調的同時，新增了獨特的榛果香氣，並融入了更深沉、更具包覆感的香氣。,東方花香調 、 誘人美食調,榛果,橙花,香草,https://www.1976.com.tw/prod/22812
Miss Dior Blooming Bouquet 花漾迪奧女性淡香水(2023) TESTER,非常清新的花香味，很適合年輕小女生，朋友也都說很好聞，喜歡花香味的女生應該會喜歡，可以盲目購入！,花果清新調,甜豌豆、佛手柑,牡丹花、大馬士革玫瑰,白麝香,https://www.1976.com.tw/prod/21790
Chloe Lumineuse 光蘊玫瑰女性淡香精 TESTER,前調聞起來是偏可愛的甜，中後調相較之下則是比較成熟、溫柔的甜，甜系的女性不分年齡都可以試試！,花香調,茉莉,玫瑰,琥珀、香草,https://www.1976.com.tw/prod/21850
Versace Bright Crystal 凡賽斯香戀水晶女性淡香水迷你瓶,果香的酸甜淡淡的，清新而不膩，適合年輕女孩兒使用，真的有種活潑的輕盈感。,花果清新調,石榴、柚子,木蘭花、牡丹、蓮花,琥珀、桃花木、麝香,https://www.1976.com.tw/prod/3735
Penhaligon's 潘海利根節日限量版女性小香水禮盒,"送禮首選！ 內含女王的耳語、伊莉莎白玫瑰、廣藿之匣淡香精、黑玫瑰、LUNA 月亮女神各5ML

*開瓶時請用拔的，不要旋轉瓶蓋喔！",,,,,https://www.1976.com.tw/prod/22239
Salvatore Ferragamo Signorina Misteriosa 玄魅伊人女性淡香精,黑色瓶身四四方方搭上金圓蓋與黑蕾絲，就是一股個性性感氣質，乍聞香味跟黑鴉片極似，但又更溫和一點，甜甜地又帶點個性，讓妳一聞再聞，這獨特的魅力，值得一試！,東方花香調 、 誘人美食調,橙花、野生黑莓,橙花、夜來香,黑色香草、牛奶慕斯、廣藿香,https://www.1976.com.tw/prod/14341
Hermes Jour d'Hermes 愛馬仕之光女性淡香精,穿上它，各種花香撲鼻而來，讓人有種跌入花叢中的感覺! 雖然它算是線性香，但隨著時間過去，香味還是會有一絲絲微微的改變! 跟名字非常契合的是，它的瓶子在光線的照耀下非常美麗!(但不要太常照光比較好啦) 瓶蓋上的logo浮雕也超級美!是支展現Hermes精湛工藝美感的香水!,麝香、木質香調,葡萄柚、檸檬、水元素,,,https://www.1976.com.tw/prod/11736
Versace Bright Crystal Absolu 凡賽斯絕對香戀水晶女性淡香精,不算是低調的花果香，甜味不會太明顯，很適合上班族女性，噴起來也能夠像是身上的自然體香，會很迷人~,花果甜美調,柚子、石榴,覆盆子、牡丹、木蘭、荷花,琥珀、桃花心木、麝香,https://www.1976.com.tw/prod/12062
Miss Dior Blooming Bouquet 花漾迪奧女性淡香水迷你瓶(2023),迪奧Miss Dior花漾迪奧淡香水2023換新裝！繫上高訂蝴蝶結太精緻！！,花果清新調,甜豌豆、佛手柑,牡丹花、大馬士革玫瑰,白麝香,https://www.1976.com.tw/prod/21003
Chloe Lumineuse 光蘊玫瑰女性淡香精迷你瓶,Chloe 光蘊玫瑰淡香精: 象徵玫瑰綻放出前所未有的光彩。,花香調,茉莉,玫瑰,琥珀、香草,https://www.1976.com.tw/prod/21318
Burberry 經典女性淡香精,豐盈、水潤且明亮。起初是多汁的果漾甜美，好像喝到了蘋果、水蜜桃跟鳳梨的綜合果汁，接著，果香昇騰成煙霧，清甜中帶著絲絲青翠，晶瑩透明，隨著體溫逐漸柔和，溫軟的香草氣息飄悠，變得輕盈溫暖，濃郁飽滿中的那抹清新質感，好似皮膚上的一抹陽光。,木質調 、 花果清新調,黑醋栗、青蘋果,雪松木、茉莉、青苔、檀香木,麝香、香草,https://www.1976.com.tw/prod/16759
VERSACE Bright Crystal Absolu 絕對香戀水晶女性淡香精 TESTER,如果有聞過香戀水晶女性淡香水的女孩一定也愛這款， 原本以為多加了覆盆子會有較明顯的酸味， 但發現味道意外的滑順， 甚至感覺比淡香那罐還清新!! 味道持久， 真的好聞!!,花果甜美調,柚子、石榴,覆盆子、牡丹、木蘭、荷花,琥珀、桃花心木、麝香,https://www.1976.com.tw/prod/12886
Guerlain Samsara 嬌蘭聖莎拉女性淡香精(新瓶身),就是能使人心靈滿有寧靜感的檀香，但在身心靈都平靜下來時，卻能隱約感受到穿戴者低調並持續散發的獨特感性與魅力，Samsara就是如此雋永且讓人無法無視的存在。,東方花香調,綠葉、桃子、依蘭依蘭、佛手柑、檸檬,鳶尾花、紫羅蘭、鳶尾根、茉莉、玫瑰、水仙花,鳶尾花、檀香木、頓加豆、琥珀、麝香、香草,https://www.1976.com.tw/prod/20472
Burberry Weekend 週末女性淡香精,這是第一次嘗試草香清新調的香水，做了功課發現深獲許多人好評，拿到貨的隔天立馬使用~當下我好慶幸自己有大膽購買這一瓶!!!因為我好喜歡~~~~~這味道相當舒服，雖然說是周末香水，但是上班使用一點也沒有違和感，非常推薦給沒使用的人!!!,草香清新調,綠野甘香、柑橘、多種綠葉,風信子、野玫瑰、鳳梨花、油桃,柏木、檀香木、麝香,https://www.1976.com.tw/prod/2521
Hermes Jour D`Hermes Absolu 愛馬仕之光純香女性淡香精,每天上班，無論穿的如何，這瓶香水都很好掌握!最近同事想選購好搭又上手的女香，第一瓶想到的就是它了!任何年紀都適用，剛噴上去的前味跟後味有稍稍的不同，不過都十分好聞!給人好親近、又不失穩重的感覺!!,梔子花、花香調、沙巴茉莉,葡萄柚、杏花,,木質調、橡苔,https://www.1976.com.tw/prod/11926
Chloe Rose Tangerine 沁漾玫瑰女性淡香水,"一開始是滿滿的蜜橘味很清爽，接著花香在蜜橘中綻放，很柔又優雅，最後包裹在雪松木與琥珀之中，是一種很舒服很溫暖的香氣。
適合走在校園、適合坐在辦公室、適合走在街上
是個年輕又帶點成熟、優雅又帶點活潑的一瓶香水",玫瑰花香調 、 柑橘花香調,玫瑰、蜜橘,黑醋栗,雪松木、白色琥珀,https://www.1976.com.tw/prod/18379
Miss Dior 香氛(2021新款),藝人王淨的私心愛用香氛，散發出知性優雅的層次感讓她愛不釋手。,玫瑰花香調,鳶尾花、牡丹、鈴蘭,玫瑰、杏、桃,香草、零陵香豆、麝香、安息香、檀香,https://www.1976.com.tw/prod/19495
Salvatore Ferragamo Signorina In Fiore 花漾伊人女性淡香水,看瓶身漂亮盲選的一瓶，味道很清新，很像剛沐浴完出來的香氣，舒服又沒有攻擊性，很適合柔柔的女生。,花果清新調,梨子雪酪、紅石榴,櫻花、茉莉,白麝香、檀香,https://www.1976.com.tw/prod/15079
Chloe Rose Tangerine 沁漾玫瑰女性淡香水 TESTER,玫瑰系列裡很甜的一隻香水.金桔的味道蠻明顯的，玫瑰只有一點點.喜歡活力花果香的人可以試試看.,玫瑰花香調 、 柑橘花香調,玫瑰、蜜橘,黑醋栗,雪松木、白色琥珀,https://www.1976.com.tw/prod/18362
Versace Bright Crystal Absolu 凡賽斯絕對香戀水晶女性淡香精迷你瓶,適合給花樣年華的少女們，清新又不失甜美，一種被人寵愛的感覺，乖巧卻又活潑，帶了柚子香及覆盆子的酸甜清爽，正是在百花園裡嬌俏淘氣的仙子。,花果甜美調,柚子、石榴,覆盆子、牡丹、木蘭、荷花,琥珀、桃花心木、麝香,https://www.1976.com.tw/prod/12091
Gucci Guilty 罪愛女性淡香水,Gucci 罪愛女性淡香水全新版本，獻給啟發於勇於追求自我和愛情自由的女性。 是一款與眾不同的琥珀花香調香水，充滿女性浪漫氣息的淡紫色紫羅蘭花瓣與柑橘味相結合，散發出濃郁而感性的氣味。,東方花香調,柑桔、粉紅胡椒,紫羅蘭、蜜桃、覆盆子、天竺葵,廣藿香、琥珀,https://www.1976.com.tw/prod/20067
Prada Infusion D'iris 鳶尾花精萃女性淡香精,"雖不太清楚鳶尾花實際的味道是什麼 ,但入款的這瓶穿上身就是從白霧中穿透沐浴露水而出的潔淨裸身,淡淡的滿室皂香
搭配著清新吐露的芬芳,讓人不忍擦去停留在肉體上那股脈搏跳動的水氣,完全可以征服整個初秋蕭瑟又浪漫的季節.如初戀的情人
如穩定又成熟的小兩口,延續著無法言喻的甜美",,西西里柑橘、 橙花,鳶尾花,安息香,https://www.1976.com.tw/prod/5099
Gucci Guilty 罪愛女性淡香水 TESTER,Gucci 罪愛女性淡香水全新版本，獻給啟發於勇於追求自我和愛情自由的女性。 是一款與眾不同的琥珀花香調香水，充滿女性浪漫氣息的淡紫色紫羅蘭花瓣與柑橘味相結合，散發出濃郁而感性的氣味。,東方花香調,柑桔、粉紅胡椒,紫羅蘭、蜜桃、覆盆子、天竺葵,廣藿香、琥珀,https://www.1976.com.tw/prod/20483
Chloe Rose Tangerine 沁漾玫瑰女性淡香水迷你瓶,橘橙玫瑰跳躍登場，在玫瑰花香與果香中優雅平衡,玫瑰花香調 、 柑橘花香調,玫瑰、蜜橘,黑醋栗,雪松木、白色琥珀,https://www.1976.com.tw/prod/18528
Issey Miyake 三宅一生一生之水女性淡香水,"初聞是花的清香，是澆灌的鮮嫩欲滴的百合，讓人聯想到被雨水浸濕的土壤，盛滿露水的白花。濕潤卻不厚重，空靈卻不清淡。

給人清新、恬淡、知性、氣質、甜美的感覺，可能不太適合高中生那種超級嫩妹，但是從大學-職場-見家長-送媽媽，都超適合!",水生花香調,玫瑰、鳶尾、櫻草屬植物、睡蓮,百合、康乃馨、牡丹,月下香、麝香、琥珀子、木犀蘭,https://www.1976.com.tw/prod/2732
Versace Yellow Diamond 凡賽斯香愛黃鑽女性淡香水,充滿氣質的花果香味，氣味芬芳且甜而不膩，就算在室內使用也不會過於擾人，持久度也算不錯，試了二三十款香水難得有一款喜歡的味道，女人噴了變女神，男人噴了變男神，連我這個帥哥也愛用，噴上去都覺得自己瞬間變成了男神，屬於男女通吃款，非常推薦！,花果清新調,柑橘、橙花、佛手柑、洋梨雪泥,柑橘花、含羞草、小蒼蘭、睡蓮,麝香、琥珀木、零陵香木,https://www.1976.com.tw/prod/9924
Guerlain Mitsouko 嬌蘭蝴蝶夫人香水,初次聞時儘覺得是沒什麼共鳴感的花果西普，再聞時矇朧間聞到了藍色時光嬌蘭老香的身影，後來索性直接將她大肆噴撒在穿著針織衣的胸前與臂上，竟聞到了一種前無古人、後無來者美妙絕倫的桃香，並非那種平時熟悉的水蜜桃甜香，而是一種細膩、清雅、微甜、毛絨絨、剛剛好的脆桃香，隨著時間的推移，逐漸轉為綿細悠長的淡淡桃香，好似一位初長成的清秀佳人。,東方花香調,檸檬、橘皮、橙花油、桃香,玫瑰、茉莉、伊蘭,香草、安息香、白檀香、麝香、橡苔香草、石玫瑰香膠,https://www.1976.com.tw/prod/14877
Issey Miyake 一生之水女性淡香水 TESTER,三宅一生的經典香水，這罐是我盲買的第一罐水生花香調香水，想要展現優雅溫柔時，穿上它準沒錯！,水生花香調,玫瑰、鳶尾、櫻草屬植物、睡蓮,百合、康乃馨、牡丹,月下香、麝香、琥珀子、木犀蘭,https://www.1976.com.tw/prod/6576
